"player_id","match_id","club_name","event","event_time","event_half"
"582","ARSBRE","Arsenal","sub",NULL,NULL
"574","ARSBRE","Arsenal","sub",NULL,NULL
"578","ARSBRE","Arsenal","sub",NULL,NULL
"704","ARSBRE","Brentford","start",NULL,NULL
"671","ARSBRE","Brentford","start",NULL,NULL
"674","ARSBRE","Brentford","start",NULL,NULL
"675","ARSBRE","Brentford","start",NULL,NULL
"703","ARSBRE","Brentford","start",NULL,NULL
"702","ARSBRE","Brentford","start",NULL,NULL
"676","ARSBRE","Brentford","start",NULL,NULL
"684","ARSBRE","Brentford","start",NULL,NULL
"685","ARSBRE","Brentford","start",NULL,NULL
"686","ARSBRE","Brentford","start",NULL,NULL
"687","ARSBRE","Brentford","start",NULL,NULL
"677","ARSBRE","Brentford","sub",NULL,NULL
"678","ARSBRE","Brentford","sub",NULL,NULL
"670","ARSBRE","Brentford","sub",NULL,NULL
"683","ARSBRE","Brentford","sub",NULL,NULL
"672","ARSBRE","Brentford","sub",NULL,NULL
"673","ARSBRE","Brentford","sub",NULL,NULL
"674","ARSBRE","Brentford","sub",NULL,NULL
"675","ARSBRE","Brentford","sub",NULL,NULL
"676","ARSBRE","Brentford","sub",NULL,NULL
"584","ARSCRY","Arsenal","start",NULL,NULL
"585","ARSCRY","Arsenal","start",NULL,NULL
"575","ARSCRY","Arsenal","start",NULL,NULL
"573","ARSCRY","Arsenal","start",NULL,NULL
"602","ARSCRY","Arsenal","start",NULL,NULL
"601","ARSCRY","Arsenal","start",NULL,NULL
"586","ARSCRY","Arsenal","start",NULL,NULL
"587","ARSCRY","Arsenal","start",NULL,NULL
"588","ARSCRY","Arsenal","start",NULL,NULL
"600","ARSCRY","Arsenal","start",NULL,NULL
"583","ARSCRY","Arsenal","start",NULL,NULL
"584","ARSCRY","Arsenal","sub",NULL,NULL
"577","ARSCRY","Arsenal","sub",NULL,NULL
"576","ARSCRY","Arsenal","sub",NULL,NULL
"575","ARSCRY","Arsenal","sub",NULL,NULL
"584","ARSCRY","Arsenal","sub",NULL,NULL
"582","ARSCRY","Arsenal","sub",NULL,NULL
"583","ARSCRY","Arsenal","sub",NULL,NULL
"579","ARSCRY","Arsenal","sub",NULL,NULL
"834","ARSCRY","Crystal Palace","start",NULL,NULL
"810","ARSCRY","Crystal Palace","start",NULL,NULL
"833","ARSCRY","Crystal Palace","start",NULL,NULL
"828","ARSCRY","Crystal Palace","start",NULL,NULL
"827","ARSCRY","Crystal Palace","start",NULL,NULL
"837","ARSCRY","Crystal Palace","start",NULL,NULL
"817","ARSCRY","Crystal Palace","start",NULL,NULL
"816","ARSCRY","Crystal Palace","start",NULL,NULL
"815","ARSCRY","Crystal Palace","start",NULL,NULL
"838","ARSCRY","Crystal Palace","start",NULL,NULL
"842","ARSCRY","Crystal Palace","start",NULL,NULL
"820","ARSCRY","Crystal Palace","sub",NULL,NULL
"814","ARSCRY","Crystal Palace","sub",NULL,NULL
"812","ARSCRY","Crystal Palace","sub",NULL,NULL
"823","ARSCRY","Crystal Palace","sub",NULL,NULL
"822","ARSCRY","Crystal Palace","sub",NULL,NULL
"823","ARSCRY","Crystal Palace","sub",NULL,NULL
"818","ARSCRY","Crystal Palace","sub",NULL,NULL
"819","ARSCRY","Crystal Palace","sub",NULL,NULL
"821","ARSCRY","Crystal Palace","sub",NULL,NULL
"574","ARSEVE","Arsenal","start",NULL,NULL
"602","ARSEVE","Arsenal","start",NULL,NULL
"602","ARSEVE","Arsenal","start",NULL,NULL
"584","ARSEVE","Arsenal","start",NULL,NULL
"583","ARSEVE","Arsenal","start",NULL,NULL
"601","ARSEVE","Arsenal","start",NULL,NULL
"584","ARSEVE","Arsenal","start",NULL,NULL
"591","ARSEVE","Arsenal","start",NULL,NULL
"585","ARSEVE","Arsenal","start",NULL,NULL
"586","ARSEVE","Arsenal","start",NULL,NULL
"587","ARSEVE","Arsenal","start",NULL,NULL
"584","ARSEVE","Arsenal","sub",NULL,NULL
"580","ARSEVE","Arsenal","sub",NULL,NULL
"579","ARSEVE","Arsenal","sub",NULL,NULL
"578","ARSEVE","Arsenal","sub",NULL,NULL
"577","ARSEVE","Arsenal","sub",NULL,NULL
"576","ARSEVE","Arsenal","sub",NULL,NULL
"575","ARSEVE","Arsenal","sub",NULL,NULL
"581","ARSEVE","Arsenal","sub",NULL,NULL
"851","ARSEVE","Everton","start",NULL,NULL
"849","ARSEVE","Everton","start",NULL,NULL
"858","ARSEVE","Everton","start",NULL,NULL
"872","ARSEVE","Everton","start",NULL,NULL
"847","ARSEVE","Everton","start",NULL,NULL
"857","ARSEVE","Everton","start",NULL,NULL
"873","ARSEVE","Everton","start",NULL,NULL
"859","ARSEVE","Everton","start",NULL,NULL
"869","ARSEVE","Everton","start",NULL,NULL
"860","ARSEVE","Everton","start",NULL,NULL
"850","ARSEVE","Everton","start",NULL,NULL
"853","ARSEVE","Everton","sub",NULL,NULL
"855","ARSEVE","Everton","sub",NULL,NULL
"850","ARSEVE","Everton","sub",NULL,NULL
"849","ARSEVE","Everton","sub",NULL,NULL
"851","ARSEVE","Everton","sub",NULL,NULL
"847","ARSEVE","Everton","sub",NULL,NULL
"856","ARSEVE","Everton","sub",NULL,NULL
"852","ARSEVE","Everton","sub",NULL,NULL
"854","ARSEVE","Everton","sub",NULL,NULL
"600","ARSLUT","Arsenal","start",NULL,NULL
"573","ARSLUT","Arsenal","start",NULL,NULL
"598","ARSLUT","Arsenal","start",NULL,NULL
"586","ARSLUT","Arsenal","start",NULL,NULL
"576","ARSLUT","Arsenal","start",NULL,NULL
"583","ARSLUT","Arsenal","start",NULL,NULL
"595","ARSLUT","Arsenal","start",NULL,NULL
"594","ARSLUT","Arsenal","start",NULL,NULL
"593","ARSLUT","Arsenal","start",NULL,NULL
"575","ARSLUT","Arsenal","start",NULL,NULL
"601","ARSLUT","Arsenal","start",NULL,NULL
"576","ARSLUT","Arsenal","sub",NULL,NULL
"578","ARSLUT","Arsenal","sub",NULL,NULL
"582","ARSLUT","Arsenal","sub",NULL,NULL
"574","ARSLUT","Arsenal","sub",NULL,NULL
"581","ARSLUT","Arsenal","sub",NULL,NULL
"580","ARSLUT","Arsenal","sub",NULL,NULL
"577","ARSLUT","Arsenal","sub",NULL,NULL
"579","ARSLUT","Arsenal","sub",NULL,NULL
"575","ARSLUT","Arsenal","sub",NULL,NULL
"957","ARSLUT","Luton Town","start",NULL,NULL
"952","ARSLUT","Luton Town","start",NULL,NULL
"955","ARSLUT","Luton Town","start",NULL,NULL
"953","ARSLUT","Luton Town","start",NULL,NULL
"944","ARSLUT","Luton Town","start",NULL,NULL
"954","ARSLUT","Luton Town","start",NULL,NULL
"971","ARSLUT","Luton Town","start",NULL,NULL
"970","ARSLUT","Luton Town","start",NULL,NULL
"968","ARSLUT","Luton Town","start",NULL,NULL
"955","ARSLUT","Luton Town","start",NULL,NULL
"956","ARSLUT","Luton Town","start",NULL,NULL
"952","ARSLUT","Luton Town","sub",NULL,NULL
"944","ARSLUT","Luton Town","sub",NULL,NULL
"948","ARSLUT","Luton Town","sub",NULL,NULL
"946","ARSLUT","Luton Town","sub",NULL,NULL
"947","ARSLUT","Luton Town","sub",NULL,NULL
"949","ARSLUT","Luton Town","sub",NULL,NULL
"950","ARSLUT","Luton Town","sub",NULL,NULL
"951","ARSLUT","Luton Town","sub",NULL,NULL
"947","ARSLUT","Luton Town","sub",NULL,NULL
"596","ARSMCI","Arsenal","start",NULL,NULL
"592","ARSMCI","Arsenal","start",NULL,NULL
"591","ARSMCI","Arsenal","start",NULL,NULL
"590","ARSMCI","Arsenal","start",NULL,NULL
"589","ARSMCI","Arsenal","start",NULL,NULL
"574","ARSMCI","Arsenal","start",NULL,NULL
"602","ARSMCI","Arsenal","start",NULL,NULL
"602","ARSMCI","Arsenal","start",NULL,NULL
"580","ARSMCI","Arsenal","start",NULL,NULL
"581","ARSMCI","Arsenal","start",NULL,NULL
"575","ARSMCI","Arsenal","start",NULL,NULL
"581","ARSMCI","Arsenal","sub",NULL,NULL
"582","ARSMCI","Arsenal","sub",NULL,NULL
"583","ARSMCI","Arsenal","sub",NULL,NULL
"576","ARSMCI","Arsenal","sub",NULL,NULL
"577","ARSMCI","Arsenal","sub",NULL,NULL
"581","ARSMCI","Arsenal","sub",NULL,NULL
"573","ARSMCI","Arsenal","sub",NULL,NULL
"575","ARSMCI","Arsenal","sub",NULL,NULL
"584","ARSMCI","Arsenal","sub",NULL,NULL
"997","ARSMCI","Manchester City","start",NULL,NULL
"996","ARSMCI","Manchester City","start",NULL,NULL
"973","ARSMCI","Manchester City","start",NULL,NULL
"984","ARSMCI","Manchester City","start",NULL,NULL
"985","ARSMCI","Manchester City","start",NULL,NULL
"986","ARSMCI","Manchester City","start",NULL,NULL
"981","ARSMCI","Manchester City","start",NULL,NULL
"980","ARSMCI","Manchester City","start",NULL,NULL
"979","ARSMCI","Manchester City","start",NULL,NULL
"987","ARSMCI","Manchester City","start",NULL,NULL
"998","ARSMCI","Manchester City","start",NULL,NULL
"982","ARSMCI","Manchester City","sub",NULL,NULL
"981","ARSMCI","Manchester City","sub",NULL,NULL
"976","ARSMCI","Manchester City","sub",NULL,NULL
"978","ARSMCI","Manchester City","sub",NULL,NULL
"979","ARSMCI","Manchester City","sub",NULL,NULL
"980","ARSMCI","Manchester City","sub",NULL,NULL
"981","ARSMCI","Manchester City","sub",NULL,NULL
"983","ARSMCI","Manchester City","sub",NULL,NULL
"977","ARSMCI","Manchester City","sub",NULL,NULL
"575","ARSNOT","Arsenal","start",NULL,NULL
"601","ARSNOT","Arsenal","start",NULL,NULL
"591","ARSNOT","Arsenal","start",NULL,NULL
"592","ARSNOT","Arsenal","start",NULL,NULL
"593","ARSNOT","Arsenal","start",NULL,NULL
"592","ARSNOT","Arsenal","start",NULL,NULL
"596","ARSNOT","Arsenal","start",NULL,NULL
"602","ARSNOT","Arsenal","start",NULL,NULL
"579","ARSNOT","Arsenal","start",NULL,NULL
"576","ARSNOT","Arsenal","start",NULL,NULL
"581","ARSNOT","Arsenal","sub",NULL,NULL
"577","ARSNOT","Arsenal","sub",NULL,NULL
"578","ARSNOT","Arsenal","sub",NULL,NULL
"579","ARSNOT","Arsenal","sub",NULL,NULL
"580","ARSNOT","Arsenal","sub",NULL,NULL
"581","ARSNOT","Arsenal","sub",NULL,NULL
"581","ARSNOT","Arsenal","sub",NULL,NULL
"582","ARSNOT","Arsenal","sub",NULL,NULL
"1080","ARSNOT","Nottingham Forest","start",NULL,NULL
"1091","ARSNOT","Nottingham Forest","start",NULL,NULL
"1090","ARSNOT","Nottingham Forest","start",NULL,NULL
"1077","ARSNOT","Nottingham Forest","start",NULL,NULL
"1078","ARSNOT","Nottingham Forest","start",NULL,NULL
"1096","ARSNOT","Nottingham Forest","start",NULL,NULL
"1097","ARSNOT","Nottingham Forest","start",NULL,NULL
"1098","ARSNOT","Nottingham Forest","start",NULL,NULL
"1067","ARSNOT","Nottingham Forest","start",NULL,NULL
"1088","ARSNOT","Nottingham Forest","start",NULL,NULL
"1089","ARSNOT","Nottingham Forest","start",NULL,NULL
"1082","ARSNOT","Nottingham Forest","sub",NULL,NULL
"1084","ARSNOT","Nottingham Forest","sub",NULL,NULL
"1077","ARSNOT","Nottingham Forest","sub",NULL,NULL
"1079","ARSNOT","Nottingham Forest","sub",NULL,NULL
"1081","ARSNOT","Nottingham Forest","sub",NULL,NULL
"1080","ARSNOT","Nottingham Forest","sub",NULL,NULL
"1083","ARSNOT","Nottingham Forest","sub",NULL,NULL
"1069","ARSNOT","Nottingham Forest","sub",NULL,NULL
"1079","ARSNOT","Nottingham Forest","sub",NULL,NULL
"589","ARSSHE","Arsenal","start",NULL,NULL
"586","ARSSHE","Arsenal","start",NULL,NULL
"585","ARSSHE","Arsenal","start",NULL,NULL
"587","ARSSHE","Arsenal","start",NULL,NULL
"573","ARSSHE","Arsenal","start",NULL,NULL
"578","ARSSHE","Arsenal","start",NULL,NULL
"575","ARSSHE","Arsenal","start",NULL,NULL
"577","ARSSHE","Arsenal","start",NULL,NULL
"601","ARSSHE","Arsenal","start",NULL,NULL
"602","ARSSHE","Arsenal","start",NULL,NULL
"596","ARSSHE","Arsenal","start",NULL,NULL
"583","ARSSHE","Arsenal","sub",NULL,NULL
"581","ARSSHE","Arsenal","sub",NULL,NULL
"580","ARSSHE","Arsenal","sub",NULL,NULL
"579","ARSSHE","Arsenal","sub",NULL,NULL
"574","ARSSHE","Arsenal","sub",NULL,NULL
"576","ARSSHE","Arsenal","sub",NULL,NULL
"575","ARSSHE","Arsenal","sub",NULL,NULL
"584","ARSSHE","Arsenal","sub",NULL,NULL
"582","ARSSHE","Arsenal","sub",NULL,NULL
"1120","ARSSHE","Sheffield United","start",NULL,NULL
"1126","ARSSHE","Sheffield United","start",NULL,NULL
"1131","ARSSHE","Sheffield United","start",NULL,NULL
"1130","ARSSHE","Sheffield United","start",NULL,NULL
"1099","ARSSHE","Sheffield United","start",NULL,NULL
"1117","ARSSHE","Sheffield United","start",NULL,NULL
"1118","ARSSHE","Sheffield United","start",NULL,NULL
"1119","ARSSHE","Sheffield United","start",NULL,NULL
"1114","ARSSHE","Sheffield United","start",NULL,NULL
"1102","ARSSHE","Sheffield United","start",NULL,NULL
"1103","ARSSHE","Sheffield United","start",NULL,NULL
"1110","ARSSHE","Sheffield United","sub",NULL,NULL
"1099","ARSSHE","Sheffield United","sub",NULL,NULL
"1103","ARSSHE","Sheffield United","sub",NULL,NULL
"1104","ARSSHE","Sheffield United","sub",NULL,NULL
"1105","ARSSHE","Sheffield United","sub",NULL,NULL
"1106","ARSSHE","Sheffield United","sub",NULL,NULL
"1107","ARSSHE","Sheffield United","sub",NULL,NULL
"1108","ARSSHE","Sheffield United","sub",NULL,NULL
"1109","ARSSHE","Sheffield United","sub",NULL,NULL
"594","AVLARS","Arsenal","start",NULL,NULL
"597","AVLARS","Arsenal","start",NULL,NULL
"596","AVLARS","Arsenal","start",NULL,NULL
"586","AVLARS","Arsenal","start",NULL,NULL
"596","AVLARS","Arsenal","start",NULL,NULL
"580","AVLARS","Arsenal","start",NULL,NULL
"575","AVLARS","Arsenal","start",NULL,NULL
"574","AVLARS","Arsenal","start",NULL,NULL
"576","AVLARS","Arsenal","start",NULL,NULL
"587","AVLARS","Arsenal","start",NULL,NULL
"585","AVLARS","Arsenal","start",NULL,NULL
"576","AVLARS","Arsenal","sub",NULL,NULL
"576","AVLARS","Arsenal","sub",NULL,NULL
"575","AVLARS","Arsenal","sub",NULL,NULL
"584","AVLARS","Arsenal","sub",NULL,NULL
"583","AVLARS","Arsenal","sub",NULL,NULL
"575","AVLARS","Arsenal","sub",NULL,NULL
"577","AVLARS","Arsenal","sub",NULL,NULL
"579","AVLARS","Arsenal","sub",NULL,NULL
"626","AVLARS","Aston Villa","start",NULL,NULL
"632","AVLARS","Aston Villa","start",NULL,NULL
"604","AVLARS","Aston Villa","start",NULL,NULL
"613","AVLARS","Aston Villa","start",NULL,NULL
"611","AVLARS","Aston Villa","start",NULL,NULL
"612","AVLARS","Aston Villa","start",NULL,NULL
"636","AVLARS","Aston Villa","start",NULL,NULL
"637","AVLARS","Aston Villa","start",NULL,NULL
"634","AVLARS","Aston Villa","start",NULL,NULL
"624","AVLARS","Aston Villa","start",NULL,NULL
"625","AVLARS","Aston Villa","start",NULL,NULL
"612","AVLARS","Aston Villa","sub",NULL,NULL
"606","AVLARS","Aston Villa","sub",NULL,NULL
"611","AVLARS","Aston Villa","sub",NULL,NULL
"610","AVLARS","Aston Villa","sub",NULL,NULL
"609","AVLARS","Aston Villa","sub",NULL,NULL
"608","AVLARS","Aston Villa","sub",NULL,NULL
"607","AVLARS","Aston Villa","sub",NULL,NULL
"610","AVLARS","Aston Villa","sub",NULL,NULL
"613","AVLARS","Aston Villa","sub",NULL,NULL
"630","AVLBHA","Aston Villa","start",NULL,NULL
"604","AVLBHA","Aston Villa","start",NULL,NULL
"629","AVLBHA","Aston Villa","start",NULL,NULL
"631","AVLBHA","Aston Villa","start",NULL,NULL
"632","AVLBHA","Aston Villa","start",NULL,NULL
"635","AVLBHA","Aston Villa","start",NULL,NULL
"634","AVLBHA","Aston Villa","start",NULL,NULL
"637","AVLBHA","Aston Villa","start",NULL,NULL
"608","AVLBHA","Aston Villa","start",NULL,NULL
"607","AVLBHA","Aston Villa","start",NULL,NULL
"612","AVLBHA","Aston Villa","start",NULL,NULL
"617","AVLBHA","Aston Villa","sub",NULL,NULL
"618","AVLBHA","Aston Villa","sub",NULL,NULL
"603","AVLBHA","Aston Villa","sub",NULL,NULL
"611","AVLBHA","Aston Villa","sub",NULL,NULL
"612","AVLBHA","Aston Villa","sub",NULL,NULL
"613","AVLBHA","Aston Villa","sub",NULL,NULL
"614","AVLBHA","Aston Villa","sub",NULL,NULL
"615","AVLBHA","Aston Villa","sub",NULL,NULL
"616","AVLBHA","Aston Villa","sub",NULL,NULL
"727","AVLBHA","Brighton and Hove Albion","start",NULL,NULL
"734","AVLBHA","Brighton and Hove Albion","start",NULL,NULL
"719","AVLBHA","Brighton and Hove Albion","start",NULL,NULL
"718","AVLBHA","Brighton and Hove Albion","start",NULL,NULL
"705","AVLBHA","Brighton and Hove Albion","start",NULL,NULL
"714","AVLBHA","Brighton and Hove Albion","start",NULL,NULL
"720","AVLBHA","Brighton and Hove Albion","start",NULL,NULL
"735","AVLBHA","Brighton and Hove Albion","start",NULL,NULL
"717","AVLBHA","Brighton and Hove Albion","start",NULL,NULL
"708","AVLBHA","Brighton and Hove Albion","start",NULL,NULL
"709","AVLBHA","Brighton and Hove Albion","start",NULL,NULL
"708","AVLBHA","Brighton and Hove Albion","sub",NULL,NULL
"706","AVLBHA","Brighton and Hove Albion","sub",NULL,NULL
"621","AVLCHE","Aston Villa","start",NULL,NULL
"711","AVLBHA","Brighton and Hove Albion","sub",NULL,NULL
"710","AVLBHA","Brighton and Hove Albion","sub",NULL,NULL
"709","AVLBHA","Brighton and Hove Albion","sub",NULL,NULL
"714","AVLBHA","Brighton and Hove Albion","sub",NULL,NULL
"713","AVLBHA","Brighton and Hove Albion","sub",NULL,NULL
"712","AVLBHA","Brighton and Hove Albion","sub",NULL,NULL
"711","AVLBHA","Brighton and Hove Albion","sub",NULL,NULL
"609","AVLBOU","Aston Villa","start",NULL,NULL
"608","AVLBOU","Aston Villa","start",NULL,NULL
"607","AVLBOU","Aston Villa","start",NULL,NULL
"619","AVLBOU","Aston Villa","start",NULL,NULL
"633","AVLBOU","Aston Villa","start",NULL,NULL
"635","AVLBOU","Aston Villa","start",NULL,NULL
"606","AVLBOU","Aston Villa","start",NULL,NULL
"621","AVLBOU","Aston Villa","start",NULL,NULL
"634","AVLBOU","Aston Villa","start",NULL,NULL
"637","AVLBOU","Aston Villa","start",NULL,NULL
"620","AVLBOU","Aston Villa","start",NULL,NULL
"607","AVLBOU","Aston Villa","sub",NULL,NULL
"618","AVLBOU","Aston Villa","sub",NULL,NULL
"616","AVLBOU","Aston Villa","sub",NULL,NULL
"615","AVLBOU","Aston Villa","sub",NULL,NULL
"609","AVLBOU","Aston Villa","sub",NULL,NULL
"618","AVLBOU","Aston Villa","sub",NULL,NULL
"610","AVLBOU","Aston Villa","sub",NULL,NULL
"603","AVLBOU","Aston Villa","sub",NULL,NULL
"608","AVLBOU","Aston Villa","sub",NULL,NULL
"666","AVLBOU","Bournemouth","start",NULL,NULL
"653","AVLBOU","Bournemouth","start",NULL,NULL
"652","AVLBOU","Bournemouth","start",NULL,NULL
"653","AVLBOU","Bournemouth","start",NULL,NULL
"654","AVLBOU","Bournemouth","start",NULL,NULL
"640","AVLBOU","Bournemouth","start",NULL,NULL
"650","AVLBOU","Bournemouth","start",NULL,NULL
"649","AVLBOU","Bournemouth","start",NULL,NULL
"648","AVLBOU","Bournemouth","start",NULL,NULL
"667","AVLBOU","Bournemouth","start",NULL,NULL
"665","AVLBOU","Bournemouth","start",NULL,NULL
"651","AVLBOU","Bournemouth","sub",NULL,NULL
"650","AVLBOU","Bournemouth","sub",NULL,NULL
"649","AVLBOU","Bournemouth","sub",NULL,NULL
"648","AVLBOU","Bournemouth","sub",NULL,NULL
"644","AVLBOU","Bournemouth","sub",NULL,NULL
"638","AVLBOU","Bournemouth","sub",NULL,NULL
"646","AVLBOU","Bournemouth","sub",NULL,NULL
"644","AVLBOU","Bournemouth","sub",NULL,NULL
"643","AVLBOU","Bournemouth","sub",NULL,NULL
"620","AVLCHE","Aston Villa","start",NULL,NULL
"619","AVLCHE","Aston Villa","start",NULL,NULL
"634","AVLCHE","Aston Villa","start",NULL,NULL
"635","AVLCHE","Aston Villa","start",NULL,NULL
"634","AVLCHE","Aston Villa","start",NULL,NULL
"621","AVLCHE","Aston Villa","start",NULL,NULL
"605","AVLCHE","Aston Villa","start",NULL,NULL
"610","AVLCHE","Aston Villa","start",NULL,NULL
"609","AVLCHE","Aston Villa","start",NULL,NULL
"607","AVLCHE","Aston Villa","start",NULL,NULL
"608","AVLCHE","Aston Villa","sub",NULL,NULL
"610","AVLCHE","Aston Villa","sub",NULL,NULL
"612","AVLCHE","Aston Villa","sub",NULL,NULL
"613","AVLCHE","Aston Villa","sub",NULL,NULL
"606","AVLCHE","Aston Villa","sub",NULL,NULL
"617","AVLCHE","Aston Villa","sub",NULL,NULL
"618","AVLCHE","Aston Villa","sub",NULL,NULL
"607","AVLCHE","Aston Villa","sub",NULL,NULL
"609","AVLCHE","Aston Villa","sub",NULL,NULL
"797","AVLCHE","Chelsea","start",NULL,NULL
"796","AVLCHE","Chelsea","start",NULL,NULL
"795","AVLCHE","Chelsea","start",NULL,NULL
"770","AVLCHE","Chelsea","start",NULL,NULL
"794","AVLCHE","Chelsea","start",NULL,NULL
"776","AVLCHE","Chelsea","start",NULL,NULL
"777","AVLCHE","Chelsea","start",NULL,NULL
"779","AVLCHE","Chelsea","start",NULL,NULL
"807","AVLCHE","Chelsea","start",NULL,NULL
"808","AVLCHE","Chelsea","start",NULL,NULL
"809","AVLCHE","Chelsea","start",NULL,NULL
"790","AVLCHE","Chelsea","sub",NULL,NULL
"789","AVLCHE","Chelsea","sub",NULL,NULL
"791","AVLCHE","Chelsea","sub",NULL,NULL
"790","AVLCHE","Chelsea","sub",NULL,NULL
"788","AVLCHE","Chelsea","sub",NULL,NULL
"791","AVLCHE","Chelsea","sub",NULL,NULL
"791","AVLCHE","Chelsea","sub",NULL,NULL
"776","AVLCHE","Chelsea","sub",NULL,NULL
"771","AVLCHE","Chelsea","sub",NULL,NULL
"618","AVLCRY","Aston Villa","start",NULL,NULL
"607","AVLCRY","Aston Villa","start",NULL,NULL
"634","AVLCRY","Aston Villa","start",NULL,NULL
"635","AVLCRY","Aston Villa","start",NULL,NULL
"636","AVLCRY","Aston Villa","start",NULL,NULL
"604","AVLCRY","Aston Villa","start",NULL,NULL
"619","AVLCRY","Aston Villa","start",NULL,NULL
"620","AVLCRY","Aston Villa","start",NULL,NULL
"621","AVLCRY","Aston Villa","start",NULL,NULL
"622","AVLCRY","Aston Villa","start",NULL,NULL
"617","AVLCRY","Aston Villa","start",NULL,NULL
"609","AVLCRY","Aston Villa","sub",NULL,NULL
"608","AVLCRY","Aston Villa","sub",NULL,NULL
"607","AVLCRY","Aston Villa","sub",NULL,NULL
"603","AVLCRY","Aston Villa","sub",NULL,NULL
"618","AVLCRY","Aston Villa","sub",NULL,NULL
"611","AVLCRY","Aston Villa","sub",NULL,NULL
"613","AVLCRY","Aston Villa","sub",NULL,NULL
"612","AVLCRY","Aston Villa","sub",NULL,NULL
"610","AVLCRY","Aston Villa","sub",NULL,NULL
"838","AVLCRY","Crystal Palace","start",NULL,NULL
"820","AVLCRY","Crystal Palace","start",NULL,NULL
"815","AVLCRY","Crystal Palace","start",NULL,NULL
"819","AVLCRY","Crystal Palace","start",NULL,NULL
"813","AVLCRY","Crystal Palace","start",NULL,NULL
"835","AVLCRY","Crystal Palace","start",NULL,NULL
"834","AVLCRY","Crystal Palace","start",NULL,NULL
"833","AVLCRY","Crystal Palace","start",NULL,NULL
"832","AVLCRY","Crystal Palace","start",NULL,NULL
"840","AVLCRY","Crystal Palace","start",NULL,NULL
"837","AVLCRY","Crystal Palace","start",NULL,NULL
"814","AVLCRY","Crystal Palace","sub",NULL,NULL
"817","AVLCRY","Crystal Palace","sub",NULL,NULL
"816","AVLCRY","Crystal Palace","sub",NULL,NULL
"815","AVLCRY","Crystal Palace","sub",NULL,NULL
"823","AVLCRY","Crystal Palace","sub",NULL,NULL
"822","AVLCRY","Crystal Palace","sub",NULL,NULL
"821","AVLCRY","Crystal Palace","sub",NULL,NULL
"816","AVLCRY","Crystal Palace","sub",NULL,NULL
