"coach_id","club_name","event","match_id","event_time","event_half"
"4","Sheffield United","participate","AVLSHE",NULL,NULL
"4","Sheffield United","participate","CRYSHE",NULL,NULL
"4","Sheffield United","participate","MUNSHE",NULL,NULL
"4","Sheffield United","participate","CHESHE",NULL,NULL
"4","Sheffield United","participate","SHEWOL",NULL,NULL
"4","Sheffield United","participate","SHETOT",NULL,NULL
"4","Sheffield United","participate","SHEWHU",NULL,NULL
"4","Sheffield United","participate","SHEEVE",NULL,NULL
"4","Sheffield United","participate","SHECRY",NULL,NULL
"4","Sheffield United","participate","WHUSHE",NULL,NULL
"4","Sheffield United","participate","TOTSHE",NULL,NULL
"4","Sheffield United","participate","SHELIV",NULL,NULL
"4","Sheffield United","participate","BURSHE",NULL,NULL
"4","Sheffield United","participate","MCISHE",NULL,NULL
"5","Nottingham Forest","participate","NEWNOT",NULL,NULL
"5","Nottingham Forest","participate","NOTEVE",NULL,NULL
"5","Nottingham Forest","participate","WHUNOT",NULL,NULL
"5","Nottingham Forest","participate","NOTNEW",NULL,NULL
"5","Nottingham Forest","participate","NOTFUL",NULL,NULL
"5","Nottingham Forest","participate","MUNNOT",NULL,NULL
"5","Nottingham Forest","participate","NOTLIV",NULL,NULL
"5","Nottingham Forest","participate","AVLNOT",NULL,NULL
"5","Nottingham Forest","participate","ARSNOT",NULL,NULL
"5","Nottingham Forest","participate","NOTCHE",NULL,NULL
"5","Nottingham Forest","participate","BURNOT",NULL,NULL
"5","Nottingham Forest","participate","NOTARS",NULL,NULL
"5","Nottingham Forest","participate","NOTBOU",NULL,NULL
"5","Nottingham Forest","participate","CHENOT",NULL,NULL
"5","Nottingham Forest","participate","NOTBHA",NULL,NULL
"5","Nottingham Forest","participate","FULNOT",NULL,NULL
"5","Nottingham Forest","participate","WOLNOT",NULL,NULL
"5","Nottingham Forest","Ban","NOTBUR",NULL,NULL
"5","Nottingham Forest","participate","MCINOT",NULL,NULL
"5","Nottingham Forest","participate","NOTWOL",NULL,NULL
"5","Nottingham Forest","participate","NOTMCI",NULL,NULL
"5","Nottingham Forest","participate","LUTNOT",NULL,NULL
"5","Nottingham Forest","participate","NOTCRY",NULL,NULL
"5","Nottingham Forest","participate","NOTAVL",NULL,NULL
"5","Nottingham Forest","participate","CRYNOT",NULL,NULL
"5","Nottingham Forest","participate","SHENOT",NULL,NULL
"5","Nottingham Forest","participate","TOTNOT",NULL,NULL
"5","Nottingham Forest","participate","BOUNOT",NULL,NULL
"5","Nottingham Forest","participate","NOTMUN",NULL,NULL
"5","Nottingham Forest","participate","LIVNOT",NULL,NULL
"5","Nottingham Forest","participate","NOTTOT",NULL,NULL
"5","Nottingham Forest","participate","NOTWHU",NULL,NULL
"5","Nottingham Forest","participate","NOTSHE",NULL,NULL
"5","Nottingham Forest","participate","BHANOT",NULL,NULL
"5","Nottingham Forest","participate","NOTLUT",NULL,NULL
"5","Nottingham Forest","participate","NOTBRE",NULL,NULL
"5","Nottingham Forest","participate","EVENOT",NULL,NULL
"5","Nottingham Forest","participate","BRENOT",NULL,NULL
"6","Newcastle United","participate","TOTNEW",NULL,NULL
"6","Newcastle United","participate","NEWAVL",NULL,NULL
"6","Newcastle United","participate","LIVNEW",NULL,NULL
"6","Newcastle United","participate","NEWWHU",NULL,NULL
"6","Newcastle United","participate","NEWTOT",NULL,NULL
"6","Newcastle United","participate","EVENEW",NULL,NULL
"6","Newcastle United","participate","NEWBHA",NULL,NULL
"6","Newcastle United","participate","NOTNEW",NULL,NULL
"6","Newcastle United","participate","NEWSHE",NULL,NULL
"6","Newcastle United","participate","BHANEW",NULL,NULL
"6","Newcastle United","participate","NEWLUT",NULL,NULL
"6","Newcastle United","participate","NEWLIV",NULL,NULL
"6","Newcastle United","participate","LUTNEW",NULL,NULL
"6","Newcastle United","participate","NEWMUN",NULL,NULL
"6","Newcastle United","participate","BOUNEW",NULL,NULL
"6","Newcastle United","participate","WHUNEW",NULL,NULL
"6","Newcastle United","participate","NEWEVE",NULL,NULL
"6","Newcastle United","participate","NEWFUL",NULL,NULL
"6","Newcastle United","participate","NEWMCI",NULL,NULL
"6","Newcastle United","participate","MUNNEW",NULL,NULL
"6","Newcastle United","participate","FULNEW",NULL,NULL
"6","Newcastle United","participate","ARSNEW",NULL,NULL
"6","Newcastle United","participate","WOLNEW",NULL,NULL
"6","Newcastle United","participate","SHENEW",NULL,NULL
"6","Newcastle United","participate","NEWCRY",NULL,NULL
"6","Newcastle United","participate","NEWCHE",NULL,NULL
"6","Newcastle United","participate","BURNEW",NULL,NULL
"6","Newcastle United","participate","NEWARS",NULL,NULL
"6","Newcastle United","participate","CHENEW",NULL,NULL
"6","Newcastle United","participate","NEWNOT",NULL,NULL
"6","Newcastle United","participate","BRENEW",NULL,NULL
"6","Newcastle United","participate","NEWWOL",NULL,NULL
"6","Newcastle United","participate","AVLNEW",NULL,NULL
"6","Newcastle United","participate","CRYNEW",NULL,NULL
"6","Newcastle United","participate","NEWBUR",NULL,NULL
"6","Newcastle United","participate","MCINEW",NULL,NULL
"6","Newcastle United","participate","NEWBOU",NULL,NULL
"6","Newcastle United","participate","NEWBRE",NULL,NULL
"7","Manchester United","participate","BURMUN",NULL,NULL
"7","Manchester United","participate","MUNBRE",NULL,NULL
"7","Manchester United","participate","MUNBHA",NULL,NULL
"7","Manchester United","participate","MUNARS",NULL,NULL
"7","Manchester United","participate","MUNTOT",NULL,NULL
"7","Manchester United","participate","MUNNOT",NULL,NULL
"7","Manchester United","participate","MUNWOL",NULL,NULL
"7","Manchester United","participate","MUNLUT",NULL,NULL
"7","Manchester United","participate","MUNFUL",NULL,NULL
"7","Manchester United","participate","MUNCRY",NULL,NULL
"7","Manchester United","participate","MUNBUR",NULL,NULL
"7","Manchester United","participate","MUNBOU",NULL,NULL
"7","Manchester United","participate","MUNAVL",NULL,NULL
"7","Manchester United","participate","MUNWHU",NULL,NULL
"7","Manchester United","participate","MUNSHE",NULL,NULL
"7","Manchester United","participate","MUNNEW",NULL,NULL
"7","Manchester United","participate","MUNMCI",NULL,NULL
"7","Manchester United","participate","MUNLIV",NULL,NULL
"7","Manchester United","participate","MUNEVE",NULL,NULL
"7","Manchester United","participate","MUNCHE",NULL,NULL
"7","Manchester United","participate","BREMUN",NULL,NULL
"7","Manchester United","participate","BHAMUN",NULL,NULL
"7","Manchester United","participate","ARSMUN",NULL,NULL
"7","Manchester United","participate","TOTMUN",NULL,NULL
"7","Manchester United","participate","NOTMUN",NULL,NULL
"7","Manchester United","participate","WOLMUN",NULL,NULL
"7","Manchester United","participate","LUTMUN",NULL,NULL
"7","Manchester United","participate","FULMUN",NULL,NULL
"7","Manchester United","participate","CRYMUN",NULL,NULL
"7","Manchester United","participate","BOUMUN",NULL,NULL
"7","Manchester United","participate","AVLMUN",NULL,NULL
"7","Manchester United","participate","WHUMUN",NULL,NULL
"7","Manchester United","participate","SHEMUN",NULL,NULL
"7","Manchester United","participate","NEWMUN",NULL,NULL
"7","Manchester United","participate","MCIMUN",NULL,NULL
"7","Manchester United","participate","LIVMUN",NULL,NULL
"7","Manchester United","participate","EVEMUN",NULL,NULL
"7","Manchester United","participate","CHEMUN",NULL,NULL
"8","Manchester City","participate","MCIBHA",NULL,NULL
"8","Manchester City","participate","MUNMCI",NULL,NULL
"8","Manchester City","participate","MCIAVL",NULL,NULL
"8","Manchester City","participate","CRYMCI",NULL,NULL
"8","Manchester City","participate","BURMCI",NULL,NULL
"8","Manchester City","participate","MCIBOU",NULL,NULL
"8","Manchester City","participate","WOLMCI",NULL,NULL
"8","Manchester City","participate","NEWMCI",NULL,NULL
"8","Manchester City","participate","MCIMUN",NULL,NULL
"8","Manchester City","participate","MCIWOL",NULL,NULL
"8","Manchester City","participate","MCIARS",NULL,NULL
"8","Manchester City","participate","MCILIV",NULL,NULL
"8","Manchester City","participate","MCITOT",NULL,NULL
"8","Manchester City","participate","MCIWHU",NULL,NULL
"8","Manchester City","participate","MCIEVE",NULL,NULL
"8","Manchester City","participate","CHEMCI",NULL,NULL
"8","Manchester City","participate","SHEMCI",NULL,NULL
"8","Manchester City","participate","BOUMCI",NULL,NULL
"8","Manchester City","participate","NOTMCI",NULL,NULL
"8","Manchester City","participate","MCICRY",NULL,NULL
"8","Manchester City","participate","ARSMCI",NULL,NULL
"8","Manchester City","participate","MCINOT",NULL,NULL
"8","Manchester City","participate","MCISHE",NULL,NULL
"8","Manchester City","participate","MCIBUR",NULL,NULL
"8","Manchester City","participate","EVEMCI",NULL,NULL
"8","Manchester City","participate","MCICHE",NULL,NULL
"8","Manchester City","Ban","LIVMCI",NULL,NULL
"8","Manchester City","participate","TOTMCI",NULL,NULL
"8","Manchester City","participate","LUTMCI",NULL,NULL
"8","Manchester City","participate","AVLMCI",NULL,NULL
"8","Manchester City","participate","MCIBRE",NULL,NULL
"8","Manchester City","participate","MCILUT",NULL,NULL
"8","Manchester City","participate","MCINEW",NULL,NULL
"8","Manchester City","participate","FULMCI",NULL,NULL
"8","Manchester City","participate","BHAMCI",NULL,NULL
"8","Manchester City","participate","MCIFUL",NULL,NULL
"8","Manchester City","participate","BREMCI",NULL,NULL
"8","Manchester City","participate","WHUMCI",NULL,NULL
"9","Luton Town","participate","BHALUT",NULL,NULL
"9","Luton Town","participate","LUTAVL",NULL,NULL
"9","Luton Town","participate","WOLLUT",NULL,NULL
"9","Luton Town","participate","BURLUT",NULL,NULL
"9","Luton Town","participate","LUTMCI",NULL,NULL
"9","Luton Town","participate","LUTBHA",NULL,NULL
"9","Luton Town","participate","LUTWHU",NULL,NULL
"9","Luton Town","participate","AVLLUT",NULL,NULL
"9","Luton Town","participate","LUTSHE",NULL,NULL
"9","Luton Town","participate","LUTARS",NULL,NULL
"9","Luton Town","participate","BOULUT",NULL,NULL
"9","Luton Town","participate","EVELUT",NULL,NULL
"9","Luton Town","participate","LUTNEW",NULL,NULL
"9","Luton Town","participate","BRELUT",NULL,NULL
"9","Luton Town","participate","MUNLUT",NULL,NULL
"9","Luton Town","participate","LUTTOT",NULL,NULL
"9","Luton Town","participate","MCILUT",NULL,NULL
"9","Luton Town","participate","LUTNOT",NULL,NULL
"9","Luton Town","participate","FULLUT",NULL,NULL
"9","Luton Town","participate","NEWLUT",NULL,NULL
"9","Luton Town","participate","TOTLUT",NULL,NULL
"9","Luton Town","participate","CRYLUT",NULL,NULL
"9","Luton Town","participate","LUTMUN",NULL,NULL
"9","Luton Town","participate","LUTWOL",NULL,NULL
"9","Luton Town","participate","NOTLUT",NULL,NULL
"9","Luton Town","participate","CHELUT",NULL,NULL
"9","Luton Town","participate","SHELUT",NULL,NULL
"9","Luton Town","participate","LUTFUL",NULL,NULL
"9","Luton Town","participate","ARSLUT",NULL,NULL
"9","Luton Town","participate","LUTEVE",NULL,NULL
"9","Luton Town","participate","LIVLUT",NULL,NULL
"9","Luton Town","participate","LUTCRY",NULL,NULL
"9","Luton Town","participate","LUTBRE",NULL,NULL
"9","Luton Town","participate","WHULUT",NULL,NULL
"9","Luton Town","participate","LUTLIV",NULL,NULL
"9","Luton Town","participate","LUTBUR",NULL,NULL
"9","Luton Town","participate","LUTCHE",NULL,NULL
"9","Luton Town","participate","LUTBOU",NULL,NULL
"10","Liverpool","participate","LIVBOU",NULL,NULL
"10","Liverpool","participate","WHULIV",NULL,NULL
"10","Liverpool","participate","NEWLIV",NULL,NULL
"10","Liverpool","participate","LUTLIV",NULL,NULL
"10","Liverpool","participate","SHELIV",NULL,NULL
"10","Liverpool","participate","LIVAVL",NULL,NULL
"10","Liverpool","participate","LIVWHU",NULL,NULL
"10","Liverpool","participate","MUNLIV",NULL,NULL
"10","Liverpool","participate","LIVSHE",NULL,NULL
"10","Liverpool","participate","NOTLIV",NULL,NULL
"10","Liverpool","participate","LIVNEW",NULL,NULL
"10","Liverpool","participate","LIVMCI",NULL,NULL
"10","Liverpool","participate","TOTLIV",NULL,NULL
"10","Liverpool","participate","LIVWOL",NULL,NULL
"10","Liverpool","participate","LIVEVE",NULL,NULL
"10","Liverpool","participate","ARSLIV",NULL,NULL
"10","Liverpool","participate","LIVBUR",NULL,NULL
"10","Liverpool","participate","LIVCHE",NULL,NULL
"10","Liverpool","participate","LIVBRE",NULL,NULL
"10","Liverpool","participate","LIVBHA",NULL,NULL
"10","Liverpool","participate","LIVARS",NULL,NULL
"10","Liverpool","participate","BHALIV",NULL,NULL
"10","Liverpool","participate","LIVTOT",NULL,NULL
"10","Liverpool","participate","BRELIV",NULL,NULL
"10","Liverpool","participate","LIVNOT",NULL,NULL
"10","Liverpool","participate","CHELIV",NULL,NULL
"10","Liverpool","participate","LIVMUN",NULL,NULL
"10","Liverpool","participate","LIVLUT",NULL,NULL
"10","Liverpool","participate","LIVFUL",NULL,NULL
"10","Liverpool","participate","CRYLIV",NULL,NULL
"10","Liverpool","participate","EVELIV",NULL,NULL
"10","Liverpool","participate","LIVCRY",NULL,NULL
"10","Liverpool","Ban","WOLLIV",NULL,NULL
"10","Liverpool","participate","FULLIV",NULL,NULL
"10","Liverpool","participate","BURLIV",NULL,NULL
"10","Liverpool","participate","BOULIV",NULL,NULL
"10","Liverpool","participate","AVLLIV",NULL,NULL
"10","Liverpool","participate","MCILIV",NULL,NULL
"11","Fulham","participate","FULCRY",NULL,NULL
"11","Fulham","participate","MUNFUL",NULL,NULL
"11","Fulham","participate","AVLFUL",NULL,NULL
"11","Fulham","participate","FULBRE",NULL,NULL
"11","Fulham","participate","FULLIV",NULL,NULL
"11","Fulham","participate","FULWOL",NULL,NULL
"11","Fulham","participate","FULLUT",NULL,NULL
"11","Fulham","participate","EVEFUL",NULL,NULL
"11","Fulham","participate","FULEVE",NULL,NULL
"11","Fulham","participate","MCIFUL",NULL,NULL
"11","Fulham","participate","WHUFUL",NULL,NULL
"11","Fulham","participate","FULMUN",NULL,NULL
"11","Fulham","participate","FULNOT",NULL,NULL
"11","Fulham","participate","SHEFUL",NULL,NULL
"11","Fulham","participate","TOTFUL",NULL,NULL
"11","Fulham","participate","ARSFUL",NULL,NULL
"11","Fulham","participate","WOLFUL",NULL,NULL
"11","Fulham","participate","BHAFUL",NULL,NULL
"11","Fulham","participate","LUTFUL",NULL,NULL
"11","Fulham","participate","FULTOT",NULL,NULL
"11","Fulham","participate","NOTFUL",NULL,NULL
"11","Fulham","participate","NEWFUL",NULL,NULL
"11","Fulham","participate","FULARS",NULL,NULL
"11","Fulham","participate","FULBHA",NULL,NULL
"11","Fulham","participate","LIVFUL",NULL,NULL
"11","Fulham","participate","FULCHE",NULL,NULL
"11","Fulham","participate","BURFUL",NULL,NULL
"11","Fulham","participate","FULSHE",NULL,NULL
"11","Fulham","participate","FULWHU",NULL,NULL
"11","Fulham","participate","BOUFUL",NULL,NULL
"11","Fulham","participate","CRYFUL",NULL,NULL
"11","Fulham","participate","FULAVL",NULL,NULL
"11","Fulham","participate","CHEFUL",NULL,NULL
"11","Fulham","participate","BREFUL",NULL,NULL
"11","Fulham","participate","FULBOU",NULL,NULL
"11","Fulham","participate","FULNEW",NULL,NULL
"11","Fulham","participate","FULBUR",NULL,NULL
"11","Fulham","participate","FULMCI",NULL,NULL
"12","Everton","participate","EVEFUL",NULL,NULL
"12","Everton","participate","LUTEVE",NULL,NULL
"12","Everton","participate","MUNEVE",NULL,NULL
"12","Everton","participate","NOTEVE",NULL,NULL
"12","Everton","participate","TOTEVE",NULL,NULL
"12","Everton","participate","ARSEVE",NULL,NULL
"12","Everton","participate","BHAEVE",NULL,NULL
"12","Everton","participate","BREEVE",NULL,NULL
"12","Everton","participate","CHEEVE",NULL,NULL
"12","Everton","participate","WOLEVE",NULL,NULL
"12","Everton","participate","LIVEVE",NULL,NULL
"12","Everton","participate","MCIEVE",NULL,NULL
"12","Everton","participate","NEWEVE",NULL,NULL
"12","Everton","participate","SHEEVE",NULL,NULL
"12","Everton","participate","WHUEVE",NULL,NULL
"12","Everton","participate","AVLEVE",NULL,NULL
"12","Everton","participate","BOUEVE",NULL,NULL
"12","Everton","participate","BUREVE",NULL,NULL
"12","Everton","participate","CRYEVE",NULL,NULL
"12","Everton","participate","FULEVE",NULL,NULL
"12","Everton","participate","EVELUT",NULL,NULL
"12","Everton","participate","EVEMUN",NULL,NULL
"12","Everton","participate","EVENOT",NULL,NULL
"12","Everton","participate","EVETOT",NULL,NULL
"12","Everton","participate","EVEARS",NULL,NULL
"12","Everton","participate","EVEBHA",NULL,NULL
"12","Everton","participate","EVEBRE",NULL,NULL
"12","Everton","participate","EVECHE",NULL,NULL
"12","Everton","participate","EVEWOL",NULL,NULL
"12","Everton","participate","EVELIV",NULL,NULL
"12","Everton","participate","EVEMCI",NULL,NULL
"12","Everton","participate","EVENEW",NULL,NULL
"12","Everton","participate","EVESHE",NULL,NULL
"12","Everton","participate","EVEWHU",NULL,NULL
"12","Everton","participate","EVEAVL",NULL,NULL
"12","Everton","participate","EVEBOU",NULL,NULL
"12","Everton","participate","EVEBUR",NULL,NULL
"12","Everton","participate","EVECRY",NULL,NULL
"13","Crystal Palace","participate","CRYCHE",NULL,NULL
"13","Crystal Palace","participate","CRYFUL",NULL,NULL
"13","Crystal Palace","participate","CRYMCI",NULL,NULL
"13","Crystal Palace","participate","MUNCRY",NULL,NULL
"13","Crystal Palace","participate","CRYEVE",NULL,NULL
"13","Crystal Palace","participate","LIVCRY",NULL,NULL
"13","Crystal Palace","participate","TOTCRY",NULL,NULL
"13","Crystal Palace","participate","BOUCRY",NULL,NULL
"13","Crystal Palace","participate","LUTCRY",NULL,NULL
"13","Crystal Palace","participate","NOTCRY",NULL,NULL
"13","Crystal Palace","participate","CRYWOL",NULL,NULL
"13","Crystal Palace","participate","ARSCRY",NULL,NULL
"13","Crystal Palace","participate","BURCRY",NULL,NULL
"13","Crystal Palace","participate","CRYLUT",NULL,NULL
"13","Crystal Palace","participate","CRYNOT",NULL,NULL
"13","Crystal Palace","participate","CRYBHA",NULL,NULL
"13","Crystal Palace","participate","CRYBUR",NULL,NULL
"13","Crystal Palace","participate","CRYBOU",NULL,NULL
"13","Crystal Palace","participate","CRYBRE",NULL,NULL
"13","Crystal Palace","participate","CRYLIV",NULL,NULL
"13","Crystal Palace","participate","CRYAVL",NULL,NULL
"13","Crystal Palace","participate","CRYMUN",NULL,NULL
"13","Crystal Palace","participate","MCICRY",NULL,NULL
"13","Crystal Palace","Ban","CRYTOT",NULL,NULL
"13","Crystal Palace","participate","CRYWHU",NULL,NULL
"13","Crystal Palace","participate","WHUCRY",NULL,NULL
"13","Crystal Palace","participate","AVLCRY",NULL,NULL
"13","Crystal Palace","participate","WOLCRY",NULL,NULL
"13","Crystal Palace","participate","CRYARS",NULL,NULL
"13","Crystal Palace","participate","FULCRY",NULL,NULL
"13","Crystal Palace","participate","CHECRY",NULL,NULL
"13","Crystal Palace","participate","SHECRY",NULL,NULL
"13","Crystal Palace","participate","EVECRY",NULL,NULL
"13","Crystal Palace","participate","CRYSHE",NULL,NULL
"13","Crystal Palace","participate","BHACRY",NULL,NULL
"13","Crystal Palace","participate","NEWCRY",NULL,NULL
"13","Crystal Palace","participate","BRECRY",NULL,NULL
"13","Crystal Palace","participate","CRYNEW",NULL,NULL
"14","Chelsea","participate","CHELIV",NULL,NULL
"14","Chelsea","participate","CHENEW",NULL,NULL
"14","Chelsea","participate","CHESHE",NULL,NULL
"14","Chelsea","participate","CHEWHU",NULL,NULL
